listing_id,price,borough,neighbourhood_name,accommodates,bedrooms,beds,price_per_accommodate,host_is_superhost,number_of_reviews,review_scores_rating,availability_365
52226410,89.0,Manhattan,Hell's Kitchen,1,2.0,1.0,89.0,f,1,5.0,365
52419044,213.0,Queens,Rego Park,4,2.0,2.0,53.25,f,40,5.0,41
52421812,180.0,Brooklyn,Crown Heights,5,2.0,2.0,36.0,t,131,4.87,268
52426248,129.0,Brooklyn,East Flatbush,2,0.0,2.0,64.5,t,45,4.89,294
52427297,150.0,Brooklyn,Canarsie,2,1.0,1.0,75.0,t,121,4.77,339
52427990,48.0,Bronx,Longwood,1,1.0,1.0,48.0,t,31,5.0,116
52435248,100.0,Manhattan,Midtown,2,,1.0,50.0,f,2,3.0,291
52440958,258.0,Brooklyn,Bushwick,2,2.0,2.0,129.0,t,143,4.97,344
52443892,142.0,Queens,Astoria,2,1.0,1.0,71.0,t,104,4.74,307
52229417,369.0,Manhattan,Theater District,2,1.0,1.0,184.5,f,0,,216
52231166,373.0,Manhattan,Theater District,2,1.0,1.0,186.5,f,1,4.0,365
52233258,356.0,Manhattan,Murray Hill,2,1.0,1.0,178.0,f,2,5.0,273
52235688,327.0,Manhattan,East Village,6,2.0,3.0,54.5,t,30,5.0,221
52237124,34.0,Brooklyn,Bedford-Stuyvesant,1,1.0,1.0,34.0,f,2,5.0,256
52241459,699.0,Manhattan,Chinatown,8,4.0,6.0,87.375,t,138,4.93,284
52444890,76.0,Queens,Rosedale,2,2.0,2.0,38.0,f,20,4.9,87
52451077,175.0,Bronx,Allerton,2,1.0,2.0,87.5,f,2,5.0,365
52451281,149.0,Brooklyn,Cypress Hills,4,1.0,2.0,37.25,f,24,4.79,270
52459126,135.0,Queens,Long Island City,2,1.0,1.0,67.5,t,10,5.0,301
52466688,536.0,Queens,Glendale,6,4.0,4.0,89.33333333333333,f,78,4.95,365
52471756,81.0,Staten Island,Shore Acres,2,1.0,1.0,40.5,f,5,4.6,269
52472350,79.0,Staten Island,Castleton Corners,2,2.0,2.0,39.5,t,2,5.0,336
52476530,144.0,Brooklyn,Sea Gate,5,1.0,2.0,28.8,t,5,5.0,0
52246989,148.0,Manhattan,Harlem,2,1.0,1.0,74.0,f,18,4.78,90
52251326,432.0,Manhattan,Kips Bay,4,2.0,2.0,108.0,f,0,,259
52253807,273.0,Manhattan,West Village,3,1.0,2.0,91.0,f,74,4.53,291
52261555,139.0,Queens,Bayside,3,1.0,1.0,46.333333333333336,t,9,5.0,130
52267290,48.0,Brooklyn,Borough Park,1,1.0,1.0,48.0,t,4,4.75,349
52267684,259.0,Brooklyn,Bedford-Stuyvesant,4,1.0,2.0,64.75,t,56,4.98,228
52271041,450.0,Brooklyn,Bedford-Stuyvesant,6,3.0,3.0,75.0,,3,4.33,365
52280572,93.0,Queens,Springfield Gardens,4,1.0,2.0,23.25,f,63,4.44,242
52281259,104.0,Brooklyn,Bedford-Stuyvesant,4,2.0,2.0,26.0,f,0,,198
52481960,725.0,Manhattan,Upper East Side,4,2.0,2.0,181.25,f,0,,324
52487784,109.0,Staten Island,West Brighton,2,1.0,2.0,54.5,f,49,4.8,344
52491515,140.0,Manhattan,Lower East Side,3,3.0,3.0,46.666666666666664,f,10,4.4,360
52492041,130.0,Queens,Ridgewood,2,1.0,1.0,65.0,t,106,4.87,9
52492455,167.0,Brooklyn,Crown Heights,2,1.0,1.0,83.5,f,31,4.94,89
52508207,87.0,Brooklyn,Crown Heights,1,1.0,1.0,87.0,f,5,4.6,319
52514819,131.0,Manhattan,East Village,1,1.0,1.0,131.0,f,36,4.25,322
52517517,100.0,Manhattan,Harlem,4,2.0,3.0,25.0,f,8,4.63,333
52283472,149.0,Manhattan,Harlem,4,1.0,4.0,37.25,f,60,4.83,89
52283675,220.0,Manhattan,Midtown,3,1.0,2.0,73.33333333333333,t,3,5.0,181
52286333,108.0,Brooklyn,Bushwick,2,1.0,1.0,54.0,t,124,4.85,236
52286422,122.0,Queens,Howard Beach,4,0.0,0.0,30.5,f,22,4.86,363
52611526,138.0,Brooklyn,Vinegar Hill,1,1.0,1.0,138.0,t,91,4.95,133
52611770,385.0,Manhattan,Hell's Kitchen,5,2.0,3.0,77.0,f,3,4.67,354
52534281,96.0,Manhattan,Chelsea,2,0.0,2.0,48.0,f,224,4.46,38
52534815,96.0,Manhattan,Chelsea,2,1.0,0.0,48.0,f,383,4.39,62
52534882,125.0,Manhattan,Upper East Side,2,0.0,1.0,62.5,f,9,4.56,329
52548658,130.0,Brooklyn,Bedford-Stuyvesant,2,1.0,1.0,65.0,f,11,4.82,109
52551120,143.0,Manhattan,Lower East Side,2,1.0,1.0,71.5,f,13,4.69,326
52551973,132.0,Manhattan,Lower East Side,4,1.0,2.0,33.0,f,15,4.47,304
52552429,176.0,Manhattan,Lower East Side,2,1.0,1.0,88.0,f,5,4.8,286
52552638,321.0,Manhattan,Lower East Side,6,3.0,3.0,53.5,f,8,4.75,194
52618225,61.0,Queens,Maspeth,2,1.0,1.0,30.5,f,9,4.33,274
52618390,123.0,Brooklyn,Cypress Hills,1,1.0,1.0,123.0,t,113,4.98,150
52618396,150.0,Brooklyn,Bedford-Stuyvesant,2,1.0,1.0,75.0,t,277,4.93,296
52618610,167.0,Manhattan,Hell's Kitchen,2,,1.0,83.5,f,4,4.75,67
52553725,145.0,Manhattan,Hell's Kitchen,4,2.0,1.0,36.25,,11,4.82,229
52554380,128.0,Manhattan,Harlem,1,1.0,1.0,128.0,t,254,4.94,232
52555884,82.0,Brooklyn,East New York,2,0.0,2.0,41.0,f,83,4.96,239
52634243,111.0,Brooklyn,Bedford-Stuyvesant,1,1.0,1.0,111.0,f,57,4.82,90
52635926,355.0,Manhattan,Greenwich Village,3,1.0,1.0,118.33333333333333,t,0,,333
52636880,80.0,Brooklyn,Flatlands,1,1.0,1.0,80.0,f,0,,365
52637377,100.0,Manhattan,Chelsea,2,1.0,2.0,50.0,f,191,4.42,43
52637973,61.0,Queens,Maspeth,2,1.0,2.0,30.5,f,19,4.58,274
52638214,199.0,Queens,Ditmars Steinway,4,1.0,1.0,49.75,f,56,4.45,243
52557797,55.0,Brooklyn,East Flatbush,1,2.0,2.0,55.0,f,2,5.0,363
52558166,200.0,Brooklyn,Bushwick,2,0.0,2.0,100.0,f,0,,178
52561467,125.0,Brooklyn,Williamsburg,2,1.0,1.0,62.5,f,28,4.64,316
52562444,208.0,Brooklyn,Greenpoint,2,1.0,2.0,104.0,f,0,,269
52570981,750.0,Manhattan,Theater District,4,1.0,1.0,187.5,t,225,4.92,90
52578551,272.0,Brooklyn,Greenpoint,2,1.0,1.0,136.0,f,129,4.91,42
52578966,177.0,Brooklyn,East New York,4,2.0,2.0,44.25,f,59,4.71,365
52651961,91.0,Brooklyn,Bushwick,2,1.0,1.0,45.5,f,0,,365
52652429,225.0,Manhattan,Little Italy,2,1.0,1.0,112.5,f,3,5.0,217
52654519,389.0,Manhattan,Tribeca,3,1.0,1.0,129.66666666666666,t,42,4.9,291
52656995,105.0,Brooklyn,Crown Heights,4,1.0,2.0,26.25,f,0,,335
52664308,98.0,Queens,Astoria,2,1.0,1.0,49.0,t,90,4.91,22
52582634,167.0,Queens,Bayside,8,3.0,4.0,20.875,f,26,4.58,359
52585129,63.0,Staten Island,Mariners Harbor,1,1.0,1.0,63.0,t,62,4.84,242
52586577,54.0,Brooklyn,Manhattan Beach,1,1.0,1.0,54.0,f,54,4.85,84
52593299,91.0,Brooklyn,Park Slope,1,1.0,1.0,91.0,f,3,5.0,50
52665729,77.0,Queens,Sunnyside,2,1.0,1.0,38.5,f,10,4.8,365
52668079,169.0,Brooklyn,Fort Greene,2,1.0,1.0,84.5,t,55,4.98,211
52670276,220.0,Brooklyn,Crown Heights,2,1.0,1.0,110.0,f,5,5.0,133
52671855,125.0,Manhattan,Harlem,2,1.0,2.0,62.5,t,0,,90
52672732,130.0,Queens,Flushing,5,2.0,3.0,26.0,t,32,5.0,291
52674546,108.0,Manhattan,Harlem,2,1.0,2.0,54.0,t,99,4.92,147
52593554,189.0,Brooklyn,Bedford-Stuyvesant,2,2.0,2.0,94.5,t,276,4.97,155
52599501,94.0,Brooklyn,East Flatbush,1,1.0,1.0,94.0,t,6,5.0,254
52600890,107.0,Bronx,Eastchester,4,1.0,2.0,26.75,t,0,,359
52607337,336.0,Brooklyn,Carroll Gardens,7,3.0,4.0,48.0,t,59,4.92,145
52675191,149.0,Brooklyn,Williamsburg,2,1.0,1.0,74.5,t,126,4.95,278
52688154,229.0,Manhattan,Upper East Side,2,1.0,1.0,114.5,f,0,,365
52689535,270.0,Manhattan,Midtown,8,1.0,2.0,33.75,f,33,4.48,2
52690310,172.0,Brooklyn,Bedford-Stuyvesant,2,1.0,1.0,86.0,t,1,5.0,305
52692555,143.0,Queens,Ditmars Steinway,2,1.0,1.0,71.5,t,76,4.97,300
52700537,180.0,Manhattan,Theater District,4,2.0,7.0,45.0,f,5,4.8,305
52609953,111.0,Brooklyn,Bedford-Stuyvesant,2,1.0,1.0,55.5,f,132,4.93,365
52610408,145.0,Manhattan,Upper East Side,2,1.0,1.0,72.5,f,0,,358
52795397,273.0,Manhattan,Upper West Side,4,2.0,2.0,68.25,f,1,5.0,342
52795626,374.0,Manhattan,Financial District,4,0.0,2.0,93.5,t,1052,4.81,362
52797203,196.0,Manhattan,Chinatown,2,1.0,2.0,98.0,t,15,4.73,120
52799338,101.0,Bronx,Kingsbridge,4,2.0,4.0,25.25,t,59,4.95,341
52801190,221.0,Manhattan,Kips Bay,3,0.0,1.0,73.66666666666667,f,0,,349
52804286,352.0,Brooklyn,Bushwick,4,2.0,2.0,88.0,f,39,4.44,335
52700622,133.0,Brooklyn,Bushwick,1,1.0,1.0,133.0,t,117,4.97,82
52701221,252.0,Brooklyn,Greenpoint,2,1.0,1.0,126.0,f,0,,364
52702018,107.0,Queens,East Elmhurst,4,1.0,2.0,26.75,f,201,4.9,283
52705563,276.0,Brooklyn,Flatbush,1,1.0,2.0,276.0,f,4,4.75,365
52705960,720.0,Brooklyn,Flatbush,6,3.0,3.0,120.0,f,1,5.0,365
52706726,900.0,Manhattan,Inwood,2,1.0,1.0,450.0,f,5,4.8,364
52807490,364.0,Manhattan,Upper East Side,3,1.0,1.0,121.33333333333333,f,3,4.33,352
52823884,800.0,Brooklyn,Williamsburg,5,2.0,2.0,160.0,f,17,5.0,362
52824025,285.0,Brooklyn,Williamsburg,2,2.0,8.0,142.5,f,55,4.73,340
52714650,374.0,Manhattan,Upper East Side,3,0.0,1.0,124.66666666666667,f,2,5.0,347
52716416,243.0,Brooklyn,Sheepshead Bay,6,2.0,5.0,40.5,f,117,4.81,273
52718388,223.0,Brooklyn,Park Slope,5,1.0,2.0,44.6,t,179,4.92,293
52721803,85.0,Queens,Jamaica Hills,2,1.0,2.0,42.5,t,14,5.0,133
52721824,91.0,Brooklyn,Crown Heights,1,0.0,1.0,91.0,t,8,5.0,284
52731161,381.0,Brooklyn,Greenpoint,2,1.0,1.0,190.5,f,37,4.78,57
52826514,225.0,Brooklyn,Bedford-Stuyvesant,2,1.0,1.0,112.5,f,25,4.92,339
52826943,150.0,Brooklyn,Midwood,5,3.0,3.0,30.0,f,5,4.8,365
52827359,52.0,Queens,Elmhurst,2,1.0,1.0,26.0,f,32,4.78,179
52830424,120.0,Manhattan,East Harlem,4,1.0,1.0,30.0,t,6,5.0,227
52833897,145.0,Manhattan,Hell's Kitchen,4,0.0,2.0,36.25,t,6,4.67,260
52834116,130.0,Manhattan,Hell's Kitchen,4,0.0,2.0,32.5,t,6,5.0,337
52731419,381.0,Brooklyn,Greenpoint,2,1.0,1.0,190.5,f,45,4.82,60
52736035,4563.0,Manhattan,West Village,11,0.0,1.0,414.8181818181818,f,0,,365
52744634,265.0,Queens,St. Albans,2,3.0,4.0,132.5,f,72,4.6,365
52747790,1500.0,Manhattan,Hell's Kitchen,10,5.0,5.0,150.0,f,34,4.35,175
52749216,187.0,Brooklyn,Bedford-Stuyvesant,2,1.0,1.0,93.5,t,124,4.94,59
52749770,188.0,Bronx,Port Morris,4,0.0,2.0,47.0,f,39,4.05,357
52749784,205.0,Bronx,Port Morris,4,0.0,2.0,51.25,f,20,3.85,357
52836962,150.0,Manhattan,Hell's Kitchen,4,2.0,4.0,37.5,f,6,4.83,301
52838667,175.0,Brooklyn,Williamsburg,2,0.0,1.0,87.5,t,6,5.0,229
52839619,160.0,Brooklyn,East New York,5,2.0,3.0,32.0,f,78,4.91,269
52839743,206.0,Brooklyn,Bedford-Stuyvesant,2,1.0,2.0,103.0,t,157,4.85,296
52842129,45.0,Staten Island,Randall Manor,1,1.0,1.0,45.0,f,17,4.82,354
52842845,135.0,Manhattan,Upper East Side,4,1.0,2.0,33.75,t,6,4.17,365
52843726,125.0,Brooklyn,Cypress Hills,2,1.0,3.0,62.5,f,36,4.94,269
52846635,45.0,Bronx,Wakefield,1,1.0,0.0,45.0,t,21,5.0,70
52754282,195.0,Brooklyn,Bedford-Stuyvesant,2,1.0,2.0,97.5,t,28,4.93,165
52755449,200.0,Brooklyn,East Flatbush,2,1.0,2.0,100.0,f,23,4.78,88
52755593,350.0,Manhattan,Hell's Kitchen,4,1.0,1.0,87.5,f,24,4.88,180
52755763,111.0,Queens,Rego Park,1,1.0,1.0,111.0,t,13,4.92,261
52756284,92.0,Brooklyn,Bedford-Stuyvesant,2,1.0,1.0,46.0,f,62,4.65,335
52756850,85.0,Manhattan,Harlem,3,1.0,1.0,28.333333333333332,t,7,5.0,147
52857463,104.0,Manhattan,Upper West Side,2,1.0,1.0,52.0,t,117,4.75,332
52860062,205.0,Manhattan,East Harlem,8,1.0,0.0,25.625,f,92,4.79,365
52861365,135.0,Brooklyn,Windsor Terrace,6,4.0,4.0,22.5,f,4,4.25,288
52861792,311.0,Manhattan,Hell's Kitchen,4,1.0,1.0,77.75,f,15,4.73,365
52862058,9000.0,Manhattan,Financial District,2,0.0,1.0,4500.0,f,1,5.0,83
52867662,190.0,Brooklyn,Flatbush,4,2.0,2.0,47.5,f,40,4.95,296
52869658,356.0,Manhattan,Upper East Side,2,1.0,1.0,178.0,f,0,,243
52871655,143.0,Manhattan,Upper East Side,4,1.0,2.0,35.75,t,9,4.89,332
52761116,112.0,Queens,Astoria,3,1.0,2.0,37.333333333333336,t,147,4.92,306
52769186,109.0,Manhattan,Kips Bay,2,1.0,1.0,54.5,f,4,5.0,305
52771412,145.0,Bronx,Port Morris,2,0.0,1.0,72.5,f,37,3.81,361
52772214,517.0,Manhattan,Financial District,4,1.0,1.0,129.25,t,71,4.69,349
52772578,1074.0,Manhattan,Financial District,8,4.0,4.0,134.25,t,144,4.81,345
52775347,453.0,Manhattan,Nolita,6,1.0,1.0,75.5,f,73,4.52,365
52879829,123.0,Brooklyn,Sea Gate,4,2.0,1.0,30.75,t,12,4.92,111
52883668,65.0,Manhattan,Inwood,1,1.0,1.0,65.0,f,11,5.0,180
52884956,171.0,Bronx,Fordham,2,1.0,1.0,85.5,f,15,4.87,365
52885971,122.0,Queens,Jamaica,2,1.0,3.0,61.0,f,42,4.69,365
52886556,65.0,Manhattan,Harlem,1,1.0,2.0,65.0,f,21,4.71,87
52894094,212.0,Manhattan,Upper East Side,3,1.0,1.0,70.66666666666667,t,0,,325
52781681,56.0,Brooklyn,Bay Ridge,1,1.0,1.0,56.0,t,8,4.88,322
52782607,56.0,Brooklyn,Bay Ridge,1,1.0,1.0,56.0,t,12,5.0,345
52788498,161.0,Queens,Bayswater,6,3.0,3.0,26.833333333333332,f,38,4.53,271
52791162,40.0,Bronx,Wakefield,1,1.0,3.0,40.0,t,6,5.0,363
52792869,329.0,Manhattan,Greenwich Village,3,1.0,1.0,109.66666666666667,t,0,,252
52793095,105.0,Queens,Maspeth,2,1.0,4.0,52.5,t,185,4.8,328
52993669,199.0,Queens,Forest Hills,2,1.0,1.0,99.5,t,81,4.81,353
52901227,135.0,Brooklyn,Crown Heights,2,1.0,1.0,67.5,f,11,4.64,330
52905951,50.0,Queens,East Elmhurst,2,1.0,1.0,25.0,t,119,4.69,119
52906284,166.0,Brooklyn,Bedford-Stuyvesant,2,1.0,2.0,83.0,t,54,4.96,162
52998670,468.0,Manhattan,Upper East Side,2,1.0,1.0,234.0,t,1,5.0,238
53005830,395.0,Brooklyn,Bedford-Stuyvesant,4,2.0,2.0,98.75,f,18,4.94,358
53010222,56.0,Staten Island,Tompkinsville,2,1.0,1.0,28.0,t,0,,273
53021262,39.0,Queens,Elmhurst,1,1.0,1.0,39.0,f,54,4.74,148
53022508,220.0,Manhattan,Lower East Side,4,2.0,2.0,55.0,f,5,4.6,268
53022671,434.0,Manhattan,Lower East Side,4,1.0,2.0,108.5,t,222,4.87,360
52921783,140.0,Brooklyn,Williamsburg,2,1.0,1.0,70.0,t,154,4.88,194
52922566,135.0,Brooklyn,Prospect-Lefferts Gardens,2,1.0,1.0,67.5,t,105,4.95,316
52926435,203.0,Manhattan,Upper West Side,1,1.0,1.0,203.0,f,11,4.82,288
52930589,159.0,Brooklyn,Crown Heights,2,1.0,2.0,79.5,f,138,4.88,307
52934351,180.0,Brooklyn,Sheepshead Bay,2,1.0,3.0,90.0,t,144,4.82,345
52934401,180.0,Brooklyn,Williamsburg,1,1.0,1.0,180.0,f,41,4.44,365
53025816,106.0,Brooklyn,Williamsburg,1,2.0,2.0,106.0,f,12,5.0,364
53026239,132.0,Brooklyn,Williamsburg,2,1.0,1.0,66.0,f,50,4.9,201
53027258,45.0,Staten Island,West Brighton,1,1.0,1.0,45.0,f,17,4.76,364
53030482,171.0,Queens,Laurelton,2,2.0,2.0,85.5,f,11,4.45,364
52952799,106.0,Manhattan,Upper West Side,2,1.0,1.0,53.0,t,104,4.78,267
52968102,208.0,Brooklyn,Prospect-Lefferts Gardens,2,2.0,2.0,104.0,f,0,,336
52968839,90.0,Manhattan,Washington Heights,2,1.0,1.0,45.0,f,4,5.0,306
52969085,229.0,Queens,Arverne,6,3.0,4.0,38.166666666666664,f,26,4.92,214
52971091,64.0,Queens,St. Albans,2,1.0,2.0,32.0,f,70,4.61,364
53031902,100.0,Manhattan,Harlem,2,1.0,1.0,50.0,f,38,4.97,101
53032375,91.0,Manhattan,Harlem,2,1.0,1.0,45.5,f,52,4.44,91
53032542,95.0,Manhattan,Harlem,2,1.0,1.0,47.5,f,32,4.97,113
53032739,90.0,Manhattan,Harlem,2,1.0,1.0,45.0,f,51,4.73,60
52972242,95.0,Brooklyn,Williamsburg,1,1.0,1.0,95.0,t,32,4.88,360
52977888,124.0,Manhattan,Hell's Kitchen,2,0.0,1.0,62.0,t,10,4.6,313
53150648,214.0,Bronx,Port Morris,4,0.0,2.0,53.5,f,14,3.79,321
53150666,264.0,Bronx,Port Morris,3,0.0,2.0,88.0,f,2,3.5,348
53151823,87.0,Brooklyn,Kensington,2,1.0,1.0,43.5,f,81,4.74,363
53155237,126.0,Brooklyn,Bushwick,2,1.0,1.0,63.0,t,40,4.78,150
53043735,249.0,Queens,Ditmars Steinway,4,2.0,4.0,62.25,t,90,5.0,345
53045130,533.0,Manhattan,Financial District,6,3.0,3.0,88.83333333333333,t,173,4.73,335
53045250,794.0,Manhattan,Financial District,4,2.0,2.0,198.5,t,101,4.68,362
53045283,308.0,Manhattan,East Village,2,1.0,1.0,154.0,f,4,5.0,327
53045316,1048.0,Manhattan,Financial District,8,4.0,4.0,131.0,t,227,4.76,357
53045446,507.0,Manhattan,Financial District,4,1.0,2.0,126.75,t,52,4.88,352
53045512,375.0,Manhattan,Financial District,2,1.0,1.0,187.5,t,106,4.68,364
53047016,100.0,Manhattan,Upper West Side,2,1.0,1.0,50.0,t,97,4.66,335
53047664,237.0,Manhattan,Harlem,2,0.0,1.0,118.5,f,35,4.86,365
53050522,60.0,Manhattan,Upper West Side,2,1.0,1.0,30.0,f,111,4.75,321
53155469,60.0,Queens,Queens Village,1,1.0,1.0,60.0,f,20,5.0,88
53160927,225.0,Queens,Jamaica Estates,16,6.0,16.0,14.0625,f,20,5.0,289
53167175,12.0,Manhattan,Upper East Side,2,1.0,1.0,6.0,t,9,5.0,35
53170821,171.0,Brooklyn,Bushwick,2,2.0,2.0,85.5,f,50,4.3,365
53171838,630.0,Brooklyn,Bedford-Stuyvesant,7,3.0,3.0,90.0,t,113,4.95,324
53173426,96.0,Brooklyn,Bedford-Stuyvesant,2,1.0,2.0,48.0,f,81,4.75,113
53050789,92.0,Staten Island,Tottenville,2,1.0,1.0,46.0,t,47,4.72,304
53050810,143.0,Brooklyn,Greenpoint,2,1.0,1.0,71.5,t,201,4.93,219
53050999,238.0,Brooklyn,Crown Heights,2,1.0,1.0,119.0,t,152,4.82,225
53051081,39.0,Brooklyn,Bushwick,2,1.0,1.0,19.5,f,45,4.8,268
53051231,145.0,Manhattan,Gramercy,3,1.0,2.0,48.333333333333336,t,17,4.94,294
53054858,100.0,Manhattan,Upper West Side,2,1.0,1.0,50.0,t,105,4.72,364
53065241,204.0,Queens,Richmond Hill,4,2.0,2.0,51.0,f,24,4.96,365
53174411,99.0,Queens,Long Island City,2,1.0,2.0,49.5,f,38,4.92,192
53180695,200.0,Brooklyn,Park Slope,6,2.0,2.0,33.333333333333336,t,135,4.9,122
53188172,244.0,Brooklyn,Bedford-Stuyvesant,6,2.0,3.0,40.666666666666664,f,8,4.63,90
53189912,248.0,Brooklyn,Williamsburg,2,1.0,1.0,124.0,t,19,5.0,274
53190949,54.0,Brooklyn,Brownsville,2,1.0,1.0,27.0,f,0,,365
53191182,34.0,Queens,Hollis,1,1.0,1.0,34.0,t,17,4.94,348
53073848,255.0,Brooklyn,Downtown Brooklyn,2,1.0,1.0,127.5,t,4,4.75,63
53079605,45.0,Queens,Elmhurst,2,1.0,1.0,22.5,f,29,4.86,144
53080602,96.0,Brooklyn,East Flatbush,2,1.0,1.0,48.0,t,109,4.7,161
53081378,177.0,Queens,Glendale,6,2.0,4.0,29.5,t,67,4.87,364
53091427,95.0,Brooklyn,East New York,2,1.0,1.0,47.5,f,88,4.92,270
53192744,150.0,Queens,Jamaica Estates,15,3.0,8.0,10.0,f,14,5.0,48
53194567,102.0,Manhattan,East Harlem,2,1.0,1.0,51.0,f,41,4.78,179
53194676,185.0,Bronx,Throgs Neck,2,1.0,1.0,92.5,f,0,,365
53202170,236.0,Brooklyn,Red Hook,2,1.0,1.0,118.0,f,6,5.0,362
53211837,57.0,Queens,Astoria,1,1.0,1.0,57.0,f,30,4.97,214
53095529,250.0,Manhattan,Upper East Side,3,1.0,1.0,83.33333333333333,f,39,4.87,225
53109044,192.0,Brooklyn,Bedford-Stuyvesant,2,1.0,1.0,96.0,,167,4.98,179
53110748,179.0,Brooklyn,Williamsburg,3,2.0,2.0,59.666666666666664,t,42,4.74,340
53111559,775.0,Manhattan,Theater District,5,2.0,2.0,155.0,t,116,4.77,303
53213847,136.0,Manhattan,SoHo,4,0.0,2.0,34.0,t,10,5.0,289
53215556,163.0,Brooklyn,Brownsville,4,2.0,2.0,40.75,t,61,4.84,169
53215623,212.0,Manhattan,Kips Bay,2,0.0,1.0,106.0,f,5,5.0,365
53216577,275.0,Manhattan,Lower East Side,2,1.0,1.0,137.5,f,2,5.0,365
53219891,205.0,Manhattan,Battery Park City,2,1.0,2.0,102.5,t,16,5.0,332
53221284,284.0,Manhattan,Upper East Side,3,1.0,2.0,94.66666666666667,f,4,4.75,352
53221519,124.0,Queens,Rego Park,5,2.0,3.0,24.8,t,20,4.9,58
53222519,228.0,Brooklyn,Bushwick,2,1.0,1.0,114.0,t,126,4.97,137
53117856,65.0,Bronx,Fordham,2,2.0,2.0,32.5,f,7,4.86,365
53118209,155.0,Brooklyn,Canarsie,2,1.0,1.0,77.5,t,66,4.95,61
53120519,229.0,Bronx,Morris Park,4,2.0,3.0,57.25,,68,4.97,361
53122420,158.0,Brooklyn,Williamsburg,1,0.0,1.0,158.0,t,21,5.0,231
53123360,338.0,Brooklyn,Bushwick,10,2.0,3.0,33.8,f,23,4.91,90
53123361,121.0,Brooklyn,Canarsie,4,2.0,2.0,30.25,f,9,4.89,364
53223918,199.0,Brooklyn,East Flatbush,2,1.0,2.0,99.5,t,146,4.97,248
53229531,330.0,Manhattan,Upper East Side,4,2.0,2.0,82.5,f,75,4.95,0
53236575,129.0,Queens,Elmhurst,2,1.0,2.0,64.5,f,111,4.98,271
53240079,180.0,Manhattan,Upper West Side,2,1.0,1.0,90.0,f,2,5.0,348
53126131,83.0,Bronx,Parkchester,2,1.0,1.0,41.5,f,5,5.0,365
53126188,169.0,Brooklyn,Bedford-Stuyvesant,2,1.0,0.0,84.5,f,0,,338
53127153,144.0,Brooklyn,Bedford-Stuyvesant,3,1.0,1.0,48.0,f,35,4.91,364
53128684,275.0,Manhattan,Upper West Side,4,1.0,1.0,68.75,f,52,4.77,365
53256987,256.0,Manhattan,Financial District,2,0.0,1.0,128.0,t,3,5.0,330
53257905,160.0,Manhattan,Upper West Side,3,1.0,1.0,53.333333333333336,t,12,4.92,233
53259107,256.0,Manhattan,Financial District,2,0.0,1.0,128.0,t,3,5.0,329
53132475,386.0,Manhattan,Lower East Side,2,1.0,1.0,193.0,t,1197,4.89,351
53132818,134.0,Manhattan,SoHo,4,0.0,2.0,33.5,t,11,4.91,313
53134187,29.0,Brooklyn,Bensonhurst,1,1.0,1.0,29.0,f,0,,365
53135888,150.0,Queens,Astoria,2,1.0,2.0,75.0,t,134,4.94,292
53145833,345.0,Manhattan,West Village,2,0.0,2.0,172.5,,17,4.88,338
53260928,700.0,Brooklyn,Williamsburg,8,4.0,4.0,87.5,f,73,4.93,365
53261632,46.0,Queens,East Elmhurst,2,1.0,1.0,23.0,f,68,4.41,319
53262764,58.0,Queens,East Elmhurst,2,1.0,1.0,29.0,f,73,4.42,365
53263395,58.0,Queens,East Elmhurst,2,1.0,1.0,29.0,f,119,4.61,358
53263629,63.0,Queens,East Elmhurst,2,1.0,1.0,31.5,f,109,4.61,365
53275132,400.0,Manhattan,Upper East Side,8,4.0,5.0,50.0,f,0,,365
53280628,102.0,Brooklyn,Williamsburg,1,1.0,1.0,102.0,f,3,4.67,365
53282903,85.0,Queens,Corona,3,1.0,2.0,28.333333333333332,f,32,4.47,89
53148895,296.0,Brooklyn,Flatbush,14,6.0,10.0,21.142857142857142,t,35,4.57,102
53286280,57.0,Bronx,Port Morris,1,1.0,1.0,57.0,f,3,4.33,257
53287361,138.0,Manhattan,Upper East Side,4,2.0,2.0,34.5,f,9,4.56,232
53292725,270.0,Queens,Ridgewood,2,2.0,2.0,135.0,t,48,4.94,72
53294328,200.0,Brooklyn,Bedford-Stuyvesant,4,1.0,2.0,50.0,t,25,5.0,108
53294652,90.0,Brooklyn,East New York,3,1.0,2.0,30.0,t,56,4.66,362
53296353,145.0,Queens,Ridgewood,1,1.0,1.0,145.0,t,54,4.91,324
53299304,299.0,Staten Island,Concord,2,2.0,0.0,149.5,f,8,5.0,365
53292101,180.0,Manhattan,Upper East Side,2,0.0,1.0,90.0,t,17,4.82,297
53458499,450.0,Brooklyn,East New York,2,1.0,1.0,225.0,f,37,4.84,209
53462276,270.0,Manhattan,Midtown,5,1.0,3.0,54.0,f,95,4.62,219
53300313,87.0,Queens,Flushing,4,2.0,2.0,21.75,f,103,4.88,310
53306350,199.0,Brooklyn,Bedford-Stuyvesant,3,0.0,0.0,66.33333333333333,t,154,4.8,240
53309419,204.0,Queens,Flushing,5,2.0,3.0,40.8,f,24,4.75,364
53311697,129.0,Brooklyn,Bedford-Stuyvesant,2,1.0,1.0,64.5,t,26,4.81,336
53313409,262.0,Manhattan,Financial District,2,0.0,1.0,131.0,t,3,4.67,171
53315072,90.0,Queens,East Elmhurst,2,1.0,2.0,45.0,f,12,4.92,102
